AIMed_d143_3	Gene	Gene	T6	T7	True	0	What is [AIMED] ? [SEP] We have previously identified @GeneSrc$ specific binding protein which is distinct from that of @GeneTgt$ in a number of cell lines.		None-AIMED
AIMed_d143_4	Gene	Gene	T8	T11	True	0	What is [AIMED] ? [SEP] The similarities in biofunctions and differences in ligand binding proteins between @GeneSrc$ and IL-6 prompted us to investigate whether IL-11 shares common signal transduction mechanisms with @GeneTgt$.		None-AIMED
AIMed_d143_4	Gene	Gene	T9	T11	True	0	What is [AIMED] ? [SEP] The similarities in biofunctions and differences in ligand binding proteins between IL-11 and @GeneSrc$ prompted us to investigate whether IL-11 shares common signal transduction mechanisms with @GeneTgt$.		None-AIMED
AIMed_d143_4	Gene	Gene	T8	T9	True	0	What is [AIMED] ? [SEP] The similarities in biofunctions and differences in ligand binding proteins between @GeneSrc$ and @GeneTgt$ prompted us to investigate whether IL-11 shares common signal transduction mechanisms with IL-6.		None-AIMED
AIMed_d143_4	Gene	Gene	T8	T10	True	0	What is [AIMED] ? [SEP] The similarities in biofunctions and differences in ligand binding proteins between @GeneSrc$ and IL-6 prompted us to investigate whether @GeneTgt$ shares common signal transduction mechanisms with IL-6.		None-AIMED
AIMed_d143_4	Gene	Gene	T9	T10	True	0	What is [AIMED] ? [SEP] The similarities in biofunctions and differences in ligand binding proteins between IL-11 and @GeneSrc$ prompted us to investigate whether @GeneTgt$ shares common signal transduction mechanisms with IL-6.		None-AIMED
AIMed_d143_4	Gene	Gene	T10	T11	True	0	What is [AIMED] ? [SEP] The similarities in biofunctions and differences in ligand binding proteins between IL-11 and IL-6 prompted us to investigate whether @GeneSrc$ shares common signal transduction mechanisms with @GeneTgt$.		None-AIMED
AIMed_d143_5	Gene	Gene	T12	T13	True	0	What is [AIMED] ? [SEP] We have examined early signals triggered by @GeneSrc$ or @GeneTgt$ in a multifactor-dependent human erythroleukemic cell line, TF-1.		None-AIMED
AIMed_d143_6	Gene	Gene	T14	T16	True	0	What is [AIMED] ? [SEP] The results showed that @GeneSrc$ and IL-6 can both stimulate cell proliferation, induce similar pattern of protein tyrosine phosphorylation, and activate the same proto-oncogene (@GeneTgt$) expression in TF-1 cells.		AIMED-Association
AIMed_d143_6	Gene	Gene	T15	T16	True	0	What is [AIMED] ? [SEP] The results showed that IL-11 and @GeneSrc$ can both stimulate cell proliferation, induce similar pattern of protein tyrosine phosphorylation, and activate the same proto-oncogene (@GeneTgt$) expression in TF-1 cells.		AIMED-Association
AIMed_d143_6	Gene	Gene	T14	T15	True	0	What is [AIMED] ? [SEP] The results showed that @GeneSrc$ and @GeneTgt$ can both stimulate cell proliferation, induce similar pattern of protein tyrosine phosphorylation, and activate the same proto-oncogene (junB) expression in TF-1 cells.		None-AIMED
AIMed_d143_7	Gene	Gene	T18	T19	True	0	What is [AIMED] ? [SEP] These findings imply that IL-11 and @GeneSrc$ share similar early signaling events with the possibility of using the same signal transducer, @GeneTgt$.		None-AIMED
AIMed_d143_7	Gene	Gene	T17	T18	True	0	What is [AIMED] ? [SEP] These findings imply that @GeneSrc$ and @GeneTgt$ share similar early signaling events with the possibility of using the same signal transducer, gp130.		None-AIMED
AIMed_d143_7	Gene	Gene	T17	T19	True	0	What is [AIMED] ? [SEP] These findings imply that @GeneSrc$ and IL-6 share similar early signaling events with the possibility of using the same signal transducer, @GeneTgt$.		None-AIMED
AIMed_d143_8	Gene	Gene	T21	T22	True	0	What is [AIMED] ? [SEP] We next tested whether IL-11 induced signaling can be inhibited by anti-@GeneSrc$ antibodies which blocked @GeneTgt$-mediated functions.		None-AIMED
AIMed_d143_8	Gene	Gene	T20	T21	True	0	What is [AIMED] ? [SEP] We next tested whether @GeneSrc$ induced signaling can be inhibited by anti-@GeneTgt$ antibodies which blocked IL-6-mediated functions.		None-AIMED
AIMed_d143_8	Gene	Gene	T20	T22	True	0	What is [AIMED] ? [SEP] We next tested whether @GeneSrc$ induced signaling can be inhibited by anti-gp130 antibodies which blocked @GeneTgt$-mediated functions.		None-AIMED
AIMed_d143_9	Gene	Gene	T23	T24	True	0	What is [AIMED] ? [SEP] It was observed that anti-@GeneSrc$ antibodies abolished cell proliferation, protein tyrosine phosphorylation, and @GeneTgt$ gene expression elicited by IL-11 or IL-6 in TF-1 cells.		None-AIMED
AIMed_d143_9	Gene	Gene	T23	T25	True	0	What is [AIMED] ? [SEP] It was observed that anti-@GeneSrc$ antibodies abolished cell proliferation, protein tyrosine phosphorylation, and junB gene expression elicited by @GeneTgt$ or IL-6 in TF-1 cells.		None-AIMED
AIMed_d143_9	Gene	Gene	T24	T26	True	0	What is [AIMED] ? [SEP] It was observed that anti-gp130 antibodies abolished cell proliferation, protein tyrosine phosphorylation, and @GeneSrc$ gene expression elicited by IL-11 or @GeneTgt$ in TF-1 cells.		None-AIMED
AIMed_d143_9	Gene	Gene	T24	T25	True	0	What is [AIMED] ? [SEP] It was observed that anti-gp130 antibodies abolished cell proliferation, protein tyrosine phosphorylation, and @GeneSrc$ gene expression elicited by @GeneTgt$ or IL-6 in TF-1 cells.		None-AIMED
AIMed_d143_9	Gene	Gene	T23	T26	True	0	What is [AIMED] ? [SEP] It was observed that anti-@GeneSrc$ antibodies abolished cell proliferation, protein tyrosine phosphorylation, and junB gene expression elicited by IL-11 or @GeneTgt$ in TF-1 cells.		None-AIMED
AIMed_d143_9	Gene	Gene	T25	T26	True	0	What is [AIMED] ? [SEP] It was observed that anti-gp130 antibodies abolished cell proliferation, protein tyrosine phosphorylation, and junB gene expression elicited by @GeneSrc$ or @GeneTgt$ in TF-1 cells.		None-AIMED
AIMed_d143_12	Gene	Gene	T31	T32	True	0	What is [AIMED] ? [SEP] These results demonstrate that IL-11 and @GeneSrc$ utilize different ligand binding proteins, but share common signal transducer, @GeneTgt$, in TF-1 cells.		None-AIMED
AIMed_d143_12	Gene	Gene	T30	T32	True	0	What is [AIMED] ? [SEP] These results demonstrate that @GeneSrc$ and IL-6 utilize different ligand binding proteins, but share common signal transducer, @GeneTgt$, in TF-1 cells.		None-AIMED
AIMed_d143_12	Gene	Gene	T30	T31	True	0	What is [AIMED] ? [SEP] These results demonstrate that @GeneSrc$ and @GeneTgt$ utilize different ligand binding proteins, but share common signal transducer, gp130, in TF-1 cells.		None-AIMED
AIMed_d138_1	Gene	Gene	T2	T3	True	0	What is [AIMED] ? [SEP] Interaction of mammalian splicing factor SF3a with @GeneSrc$ and relation of its 60-kD subunit to yeast @GeneTgt$.		None-AIMED
AIMed_d138_1	Gene	Gene	T1	T2	True	0	What is [AIMED] ? [SEP] Interaction of mammalian splicing factor @GeneSrc$ with @GeneTgt$ and relation of its 60-kD subunit to yeast PRP9.		AIMED-Association
AIMed_d138_1	Gene	Gene	T1	T3	True	0	What is [AIMED] ? [SEP] Interaction of mammalian splicing factor @GeneSrc$ with U2 snRNP and relation of its 60-kD subunit to yeast @GeneTgt$.		None-AIMED
AIMed_d138_2	Gene	Gene	T4	T5	True	0	What is [AIMED] ? [SEP] In the assembly of a prespliceosome, @GeneSrc$ (snRNP) functions in pre-messenger RNA (mRNA) splicing together with splicing factors (SFs) 3a, @GeneTgt$, and several other proteins.		None-AIMED
AIMed_d138_4	Gene	Gene	T7	T8	True	0	What is [AIMED] ? [SEP] Here it is shown that the @GeneSrc$ subunits correspond to three of the 17S @GeneTgt$-specific polypeptides.		None-AIMED
AIMed_d138_5	Gene	Gene	T10	T12	True	0	What is [AIMED] ? [SEP] SF3a interacts with @GeneSrc$ in the presence of SF3b to generate a structure similar to 17S @GeneTgt$, which suggests a function for SF3a and SF3b in the incorporation of U2 snRNP into the spliceosome.		None-AIMED
AIMed_d138_5	Gene	Gene	T11	T13	True	0	What is [AIMED] ? [SEP] SF3a interacts with U2 snRNP in the presence of @GeneSrc$ to generate a structure similar to 17S U2 snRNP, which suggests a function for @GeneTgt$ and SF3b in the incorporation of U2 snRNP into the spliceosome.		None-AIMED
AIMed_d138_5	Gene	Gene	T9	T12	True	0	What is [AIMED] ? [SEP] @GeneSrc$ interacts with U2 snRNP in the presence of SF3b to generate a structure similar to 17S @GeneTgt$, which suggests a function for SF3a and SF3b in the incorporation of U2 snRNP into the spliceosome.		None-AIMED
AIMed_d138_5	Gene	Gene	T9	T14	True	0	What is [AIMED] ? [SEP] @GeneSrc$ interacts with U2 snRNP in the presence of SF3b to generate a structure similar to 17S U2 snRNP, which suggests a function for SF3a and @GeneTgt$ in the incorporation of U2 snRNP into the spliceosome.		None-AIMED
AIMed_d138_5	Gene	Gene	T12	T13	True	0	What is [AIMED] ? [SEP] SF3a interacts with U2 snRNP in the presence of SF3b to generate a structure similar to 17S @GeneSrc$, which suggests a function for @GeneTgt$ and SF3b in the incorporation of U2 snRNP into the spliceosome.		None-AIMED
AIMed_d138_5	Gene	Gene	T11	T12	True	0	What is [AIMED] ? [SEP] SF3a interacts with U2 snRNP in the presence of @GeneSrc$ to generate a structure similar to 17S @GeneTgt$, which suggests a function for SF3a and SF3b in the incorporation of U2 snRNP into the spliceosome.		None-AIMED
AIMed_d138_5	Gene	Gene	T9	T15	True	0	What is [AIMED] ? [SEP] @GeneSrc$ interacts with U2 snRNP in the presence of SF3b to generate a structure similar to 17S U2 snRNP, which suggests a function for SF3a and SF3b in the incorporation of @GeneTgt$ into the spliceosome.		None-AIMED
AIMed_d138_5	Gene	Gene	T11	T14	True	0	What is [AIMED] ? [SEP] SF3a interacts with U2 snRNP in the presence of @GeneSrc$ to generate a structure similar to 17S U2 snRNP, which suggests a function for SF3a and @GeneTgt$ in the incorporation of U2 snRNP into the spliceosome.		None-AIMED
AIMed_d138_5	Gene	Gene	T10	T14	True	0	What is [AIMED] ? [SEP] SF3a interacts with @GeneSrc$ in the presence of SF3b to generate a structure similar to 17S U2 snRNP, which suggests a function for SF3a and @GeneTgt$ in the incorporation of U2 snRNP into the spliceosome.		None-AIMED
AIMed_d138_5	Gene	Gene	T9	T11	True	0	What is [AIMED] ? [SEP] @GeneSrc$ interacts with U2 snRNP in the presence of @GeneTgt$ to generate a structure similar to 17S U2 snRNP, which suggests a function for SF3a and SF3b in the incorporation of U2 snRNP into the spliceosome.		None-AIMED
AIMed_d138_5	Gene	Gene	T10	T15	True	0	What is [AIMED] ? [SEP] SF3a interacts with @GeneSrc$ in the presence of SF3b to generate a structure similar to 17S U2 snRNP, which suggests a function for SF3a and SF3b in the incorporation of @GeneTgt$ into the spliceosome.		None-AIMED
AIMed_d138_5	Gene	Gene	T12	T15	True	0	What is [AIMED] ? [SEP] SF3a interacts with U2 snRNP in the presence of SF3b to generate a structure similar to 17S @GeneSrc$, which suggests a function for SF3a and SF3b in the incorporation of @GeneTgt$ into the spliceosome.		None-AIMED
AIMed_d138_5	Gene	Gene	T11	T15	True	0	What is [AIMED] ? [SEP] SF3a interacts with U2 snRNP in the presence of @GeneSrc$ to generate a structure similar to 17S U2 snRNP, which suggests a function for SF3a and SF3b in the incorporation of @GeneTgt$ into the spliceosome.		None-AIMED
AIMed_d138_5	Gene	Gene	T13	T14	True	0	What is [AIMED] ? [SEP] SF3a interacts with U2 snRNP in the presence of SF3b to generate a structure similar to 17S U2 snRNP, which suggests a function for @GeneSrc$ and @GeneTgt$ in the incorporation of U2 snRNP into the spliceosome.		None-AIMED
AIMed_d138_5	Gene	Gene	T13	T15	True	0	What is [AIMED] ? [SEP] SF3a interacts with U2 snRNP in the presence of SF3b to generate a structure similar to 17S U2 snRNP, which suggests a function for @GeneSrc$ and SF3b in the incorporation of @GeneTgt$ into the spliceosome.		None-AIMED
AIMed_d138_5	Gene	Gene	T10	T13	True	0	What is [AIMED] ? [SEP] SF3a interacts with @GeneSrc$ in the presence of SF3b to generate a structure similar to 17S U2 snRNP, which suggests a function for @GeneTgt$ and SF3b in the incorporation of U2 snRNP into the spliceosome.		None-AIMED
AIMed_d138_5	Gene	Gene	T14	T15	True	0	What is [AIMED] ? [SEP] SF3a interacts with U2 snRNP in the presence of SF3b to generate a structure similar to 17S U2 snRNP, which suggests a function for SF3a and @GeneSrc$ in the incorporation of @GeneTgt$ into the spliceosome.		None-AIMED
AIMed_d138_5	Gene	Gene	T12	T14	True	0	What is [AIMED] ? [SEP] SF3a interacts with U2 snRNP in the presence of SF3b to generate a structure similar to 17S @GeneSrc$, which suggests a function for SF3a and @GeneTgt$ in the incorporation of U2 snRNP into the spliceosome.		None-AIMED
AIMed_d138_5	Gene	Gene	T9	T10	True	0	What is [AIMED] ? [SEP] @GeneSrc$ interacts with @GeneTgt$ in the presence of SF3b to generate a structure similar to 17S U2 snRNP, which suggests a function for SF3a and SF3b in the incorporation of U2 snRNP into the spliceosome.		AIMED-Association
AIMed_d138_5	Gene	Gene	T9	T13	True	0	What is [AIMED] ? [SEP] @GeneSrc$ interacts with U2 snRNP in the presence of SF3b to generate a structure similar to 17S U2 snRNP, which suggests a function for @GeneTgt$ and SF3b in the incorporation of U2 snRNP into the spliceosome.		None-AIMED
AIMed_d138_5	Gene	Gene	T10	T11	True	0	What is [AIMED] ? [SEP] SF3a interacts with @GeneSrc$ in the presence of @GeneTgt$ to generate a structure similar to 17S U2 snRNP, which suggests a function for SF3a and SF3b in the incorporation of U2 snRNP into the spliceosome.		None-AIMED
AIMed_d138_6	Gene	Gene	T16	T17	True	0	What is [AIMED] ? [SEP] Furthermore, the 60-kilodalton subunit of @GeneSrc$ is related to the yeast splicing protein @GeneTgt$.		None-AIMED
AIMed_d37_1	Gene	Gene	T1	T2	True	0	What is [AIMED] ? [SEP] @GeneSrc$ binds multiple CC-chemokines: @GeneTgt$ acts as a natural antagonist.		None-AIMED
AIMed_d37_2	Gene	Gene	T3	T6	True	0	What is [AIMED] ? [SEP] @GeneSrc$ was first characterized as a receptor for MIP-1alpha, MIP-1beta, and @GeneTgt$, and was rapidly shown to be the main coreceptor for M-tropic human immunodeficiency virus (HIV)-1 strains and simian immunodeficiency virus (SIV).		AIMED-Association
AIMed_d37_2	Gene	Gene	T5	T6	True	0	What is [AIMED] ? [SEP] CCR5 was first characterized as a receptor for MIP-1alpha, @GeneSrc$, and @GeneTgt$, and was rapidly shown to be the main coreceptor for M-tropic human immunodeficiency virus (HIV)-1 strains and simian immunodeficiency virus (SIV).		None-AIMED
AIMed_d37_2	Gene	Gene	T4	T5	True	0	What is [AIMED] ? [SEP] CCR5 was first characterized as a receptor for @GeneSrc$, @GeneTgt$, and RANTES, and was rapidly shown to be the main coreceptor for M-tropic human immunodeficiency virus (HIV)-1 strains and simian immunodeficiency virus (SIV).		None-AIMED
AIMed_d37_2	Gene	Gene	T3	T4	True	0	What is [AIMED] ? [SEP] @GeneSrc$ was first characterized as a receptor for @GeneTgt$, MIP-1beta, and RANTES, and was rapidly shown to be the main coreceptor for M-tropic human immunodeficiency virus (HIV)-1 strains and simian immunodeficiency virus (SIV).		AIMED-Association
AIMed_d37_2	Gene	Gene	T4	T6	True	0	What is [AIMED] ? [SEP] CCR5 was first characterized as a receptor for @GeneSrc$, MIP-1beta, and @GeneTgt$, and was rapidly shown to be the main coreceptor for M-tropic human immunodeficiency virus (HIV)-1 strains and simian immunodeficiency virus (SIV).		None-AIMED
AIMed_d37_2	Gene	Gene	T3	T5	True	0	What is [AIMED] ? [SEP] @GeneSrc$ was first characterized as a receptor for MIP-1alpha, @GeneTgt$, and RANTES, and was rapidly shown to be the main coreceptor for M-tropic human immunodeficiency virus (HIV)-1 strains and simian immunodeficiency virus (SIV).		AIMED-Association
AIMed_d37_6	Gene	Gene	T12	T18	True	0	What is [AIMED] ? [SEP] We found that in addition to MIP-1beta, MIP-1alpha, and @GeneSrc$, five other CC-chemokines could compete for [(125)I]-MIP-1beta binding: MCP-2, MCP-3, MCP-4, MCP-1, and @GeneTgt$ binding was characterized by IC(50) values of 0.22, 2.14, 5.89, 29.9, and 21.7 nmol/L, respectively.		None-AIMED
AIMed_d37_6	Gene	Gene	T10	T12	True	0	What is [AIMED] ? [SEP] We found that in addition to @GeneSrc$, MIP-1alpha, and @GeneTgt$, five other CC-chemokines could compete for [(125)I]-MIP-1beta binding: MCP-2, MCP-3, MCP-4, MCP-1, and eotaxin binding was characterized by IC(50) values of 0.22, 2.14, 5.89, 29.9, and 21.7 nmol/L, respectively.		None-AIMED
AIMed_d37_6	Gene	Gene	T11	T13	True	0	What is [AIMED] ? [SEP] We found that in addition to MIP-1beta, @GeneSrc$, and RANTES, five other CC-chemokines could compete for [(125)I]-@GeneTgt$ binding: MCP-2, MCP-3, MCP-4, MCP-1, and eotaxin binding was characterized by IC(50) values of 0.22, 2.14, 5.89, 29.9, and 21.7 nmol/L, respectively.		AIMED-Association
AIMed_d37_6	Gene	Gene	T16	T18	True	0	What is [AIMED] ? [SEP] We found that in addition to MIP-1beta, MIP-1alpha, and RANTES, five other CC-chemokines could compete for [(125)I]-MIP-1beta binding: MCP-2, MCP-3, @GeneSrc$, MCP-1, and @GeneTgt$ binding was characterized by IC(50) values of 0.22, 2.14, 5.89, 29.9, and 21.7 nmol/L, respectively.		None-AIMED
AIMed_d37_6	Gene	Gene	T12	T13	True	0	What is [AIMED] ? [SEP] We found that in addition to MIP-1beta, MIP-1alpha, and @GeneSrc$, five other CC-chemokines could compete for [(125)I]-@GeneTgt$ binding: MCP-2, MCP-3, MCP-4, MCP-1, and eotaxin binding was characterized by IC(50) values of 0.22, 2.14, 5.89, 29.9, and 21.7 nmol/L, respectively.		AIMED-Association
AIMed_d37_6	Gene	Gene	T11	T12	True	0	What is [AIMED] ? [SEP] We found that in addition to MIP-1beta, @GeneSrc$, and @GeneTgt$, five other CC-chemokines could compete for [(125)I]-MIP-1beta binding: MCP-2, MCP-3, MCP-4, MCP-1, and eotaxin binding was characterized by IC(50) values of 0.22, 2.14, 5.89, 29.9, and 21.7 nmol/L, respectively.		None-AIMED
AIMed_d37_6	Gene	Gene	T11	T14	True	0	What is [AIMED] ? [SEP] We found that in addition to MIP-1beta, @GeneSrc$, and RANTES, five other CC-chemokines could compete for [(125)I]-MIP-1beta binding: @GeneTgt$, MCP-3, MCP-4, MCP-1, and eotaxin binding was characterized by IC(50) values of 0.22, 2.14, 5.89, 29.9, and 21.7 nmol/L, respectively.		None-AIMED
AIMed_d37_6	Gene	Gene	T10	T17	True	0	What is [AIMED] ? [SEP] We found that in addition to @GeneSrc$, MIP-1alpha, and RANTES, five other CC-chemokines could compete for [(125)I]-MIP-1beta binding: MCP-2, MCP-3, MCP-4, @GeneTgt$, and eotaxin binding was characterized by IC(50) values of 0.22, 2.14, 5.89, 29.9, and 21.7 nmol/L, respectively.		None-AIMED
AIMed_d37_6	Gene	Gene	T12	T17	True	0	What is [AIMED] ? [SEP] We found that in addition to MIP-1beta, MIP-1alpha, and @GeneSrc$, five other CC-chemokines could compete for [(125)I]-MIP-1beta binding: MCP-2, MCP-3, MCP-4, @GeneTgt$, and eotaxin binding was characterized by IC(50) values of 0.22, 2.14, 5.89, 29.9, and 21.7 nmol/L, respectively.		None-AIMED
AIMed_d37_6	Gene	Gene	T10	T14	True	0	What is [AIMED] ? [SEP] We found that in addition to @GeneSrc$, MIP-1alpha, and RANTES, five other CC-chemokines could compete for [(125)I]-MIP-1beta binding: @GeneTgt$, MCP-3, MCP-4, MCP-1, and eotaxin binding was characterized by IC(50) values of 0.22, 2.14, 5.89, 29.9, and 21.7 nmol/L, respectively.		None-AIMED
AIMed_d37_6	Gene	Gene	T13	T18	True	0	What is [AIMED] ? [SEP] We found that in addition to MIP-1beta, MIP-1alpha, and RANTES, five other CC-chemokines could compete for [(125)I]-@GeneSrc$ binding: MCP-2, MCP-3, MCP-4, MCP-1, and @GeneTgt$ binding was characterized by IC(50) values of 0.22, 2.14, 5.89, 29.9, and 21.7 nmol/L, respectively.		AIMED-Association
AIMed_d37_6	Gene	Gene	T10	T15	True	0	What is [AIMED] ? [SEP] We found that in addition to @GeneSrc$, MIP-1alpha, and RANTES, five other CC-chemokines could compete for [(125)I]-MIP-1beta binding: MCP-2, @GeneTgt$, MCP-4, MCP-1, and eotaxin binding was characterized by IC(50) values of 0.22, 2.14, 5.89, 29.9, and 21.7 nmol/L, respectively.		None-AIMED
AIMed_d37_6	Gene	Gene	T12	T15	True	0	What is [AIMED] ? [SEP] We found that in addition to MIP-1beta, MIP-1alpha, and @GeneSrc$, five other CC-chemokines could compete for [(125)I]-MIP-1beta binding: MCP-2, @GeneTgt$, MCP-4, MCP-1, and eotaxin binding was characterized by IC(50) values of 0.22, 2.14, 5.89, 29.9, and 21.7 nmol/L, respectively.		None-AIMED
AIMed_d37_6	Gene	Gene	T17	T18	True	0	What is [AIMED] ? [SEP] We found that in addition to MIP-1beta, MIP-1alpha, and RANTES, five other CC-chemokines could compete for [(125)I]-MIP-1beta binding: MCP-2, MCP-3, MCP-4, @GeneSrc$, and @GeneTgt$ binding was characterized by IC(50) values of 0.22, 2.14, 5.89, 29.9, and 21.7 nmol/L, respectively.		None-AIMED
AIMed_d37_6	Gene	Gene	T11	T16	True	0	What is [AIMED] ? [SEP] We found that in addition to MIP-1beta, @GeneSrc$, and RANTES, five other CC-chemokines could compete for [(125)I]-MIP-1beta binding: MCP-2, MCP-3, @GeneTgt$, MCP-1, and eotaxin binding was characterized by IC(50) values of 0.22, 2.14, 5.89, 29.9, and 21.7 nmol/L, respectively.		None-AIMED
AIMed_d37_6	Gene	Gene	T15	T17	True	0	What is [AIMED] ? [SEP] We found that in addition to MIP-1beta, MIP-1alpha, and RANTES, five other CC-chemokines could compete for [(125)I]-MIP-1beta binding: MCP-2, @GeneSrc$, MCP-4, @GeneTgt$, and eotaxin binding was characterized by IC(50) values of 0.22, 2.14, 5.89, 29.9, and 21.7 nmol/L, respectively.		None-AIMED
